;Unnamed: 0;ID;descr;feat_balkon;feat_domofon / wideofon;feat_drzwi / okna antywłamaniowe;feat_internet;feat_pom. użytkowe;feat_telefon;feat_telewizja kablowa;feat_teren zamknięty;ov_Liczba pięter;ov_Liczba pokoi;ov_Piętro;ov_Powierzchnia;ov_Rodzaj zabudowy;ov_Rynek;ov_Czynsz;ov_Dostępne od;ov_Forma własności;ov_Materiał budynku;ov_Ogrzewanie;ov_Okna;ov_Rok budowy;ov_Stan wykończenia;feat_garaż/miejsce parkingowe;feat_ogródek;feat_piwnica;feat_taras;feat_winda;feat_monitoring / ochrona;feat_system alarmowy;feat_klimatyzacja;feat_oddzielna kuchnia;feat_kuchenka;feat_meble;feat_piekarnik;feat_lodówka;feat_zmywarka;feat_pralka;feat_dwupoziomowe;feat_telewizor;feat_rolety antywłamaniowe;feat_
7869;7869;44mSw;"Piękny apartament w inwestycji EKO PARK, z 70- metrowym tarasem.Wysokość pomieszczeń  ok 320 cm !!!Funkcjonalny rozkład, z wydzieloną częścią prywatną.Przestrzenny salon (ok 50 m2) z  biblioteką, wyjście na taras- ekspozycja na stronę pd.Kuchnia z jadalnią i małą spiżarnią- strona pł.Ustawne sypialnie, główna z łazienką (prysznic) i wyjściem na taras.2 Łazienki, toaleta gościnna, duże pom. gosp./ pralnia.Na podłodze parkiet.W cenie 2 miejsca postojowe w garażu podziemnym, w tym jedno na platformie.Znakomita lokalizacja, po sąsiedzku Pole Mokotowskie, w okolicy uczelnie, szkoły.Szybki dojazd do Śródmieścia, na lotnisko. ::DODATKOWE INFORMACJE Rodzaj budynku: apartamentowiecWinda: TAKRodzaj mieszkania: jednopoziomoweGaraż: 2 autaWystawa okien: Pn, Pd, ZachStan lokalu: bardzo dobryTarasy: tarasRok budowy: 2005  Ilość pokoi   : 4Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Dariusz Pikalski (licencja nr: 5605)-Zapraszamy do kontaktu telefonicznego w godzinach 9-22.00 7 dni w tygodniu"" ";;;;;;;;;7.0;4;6;200 m²;apartamentowiec;wtórny;;;;cegła;;;2005.0;;1.0;;;1.0;1.0;;;;;;;;;;;;;;
8048;8048;44h9M;Dwustronne 3-4 pokojowe mieszkanie w samym Centrum Warszawy przy Metro Rondo ONZ. Gotowe do wprowadzenia lub wynajmu bez nakładów. Wymieniona instalacja elektryczna w budynku i lokalu - jest złącze dla płyty indukcyjnej lub gazowej.Pod zadbanym, ocieplonym budynkiem strzeżone miejsca parkingowe i możliwość wjazdu dla gości na duży parking zamknięty. Możliwość wydzielenia 3 sypialni przy zachowaniu ponad 21 m salonu. Założona KW umożliwia kredytowanie zakupu.Wszystkie pomieszczenia z dużymi oknami balkonowymi zapewniają dostęp światła i powietrza. Wokół pełna infrastruktura, Pomimo, iż Doradcy Metrohouse przykładają szczególną staranność do rzetelnego prezentowania informacji o nieruchomości, nie zawsze jest możliwa weryfikacja wszystkich danych przekazanych od osób trzecich. Niniejsza prezentacja oferty nie jest ofertą w rozumieniu Kodeksu Cywilnego i ma charakter wyłącznie informacyjny.;1.0;1.0;;;;;;;15.0;3;3;59 m²;blok;wtórny;690 zł;2020-01-17;spółdzielcze wł. z KW;wielka płyta;miejskie;plastikowe;1970.0;;1.0;;;;1.0;1.0;;;;;;;;;;;;;
8050;8050;40gPO;W ramach inwestycji Marywilska Osiedle Kameralne, przy ul. Marywilskiej 58 na warszawskiej Białołęce, powstaną trzy niewielkie budynki, które pomieszczą 333 mieszkania. Dla klientów dostępne są lokale o metrażach od 26 do 93 mkw. i układach od 1 do 4 pokoi. Do mieszkań, w zależności od kondygnacji, będzie przynależeć ogródek, taras lub balkon. Na terenie inwestycji zaprojektowano dwa place zabaw, siłownię plenerową a także miejsca ze stojakami na rowery. W okolicy inwestycji znajdują się sklepy, centrum handlowe, szkoły i przedszkola, apteki i przychodnie, obiekty sportowe i naturalne tereny zielone. Tuż obok osiedla znajduje się przystanek autobusowy, 5 minut pieszo jest przystanek SKM, a 10 min przystanek tramwajowy. MARYWILSKA Osiedle Kameralne to: - ciekawa i dobrze zakomponowana zieleń sprzyjająca relaksowi na terenie osiedla, - mnogość terenów rekreacyjnych, otoczonych zabudową osiedla, a więc dających dzieciom i rodzicom poczucie bezpieczeństwa, - ciekawa, minimalistyczna architektura o jednocześnie urozmaiconej i ciekawej formie, - elastycznie zaprojektowane mieszkania pozwalające na dowolne aranżowanie przestrzeni przez przyszłych mieszkańców.W ramach inwestycji Marywilska Osiedle Kameralne, przy ul. Marywilskiej 58 na warszawskiej Białołęce, powstaną trzy niewielkie budynki, które pomieszczą 333 mieszkania. Dla klientów dostępne są lokale o metrażach od 26 do 93 mkw. i układach od 1 do 4 pokoi. Do mieszkań, w zależności od kondygnacji, będzie przynależeć ogródek, taras lub balkon. Na terenie inwestycji zaprojektowano dwa place zabaw, siłownię plenerową a także miejsca ze stojakami na rowery. W okolicy inwestycji znajdują się sklepy, centrum handlowe, szkoły i przedszkola, apteki i przychodnie, obiekty sportowe i naturalne tereny zielone. Tuż obok osiedla znajduje się przystanek autobusowy, 5 minut pieszo jest przystanek SKM, a 10 min przystanek tramwajowy. MARYWILSKA Osiedle Kameralne to: - ciekawa i dobrze zakomponowana zieleń sprzyjająca relaksowi na terenie osiedla, - mnogość terenów rekreacyjnych, otoczonych zabudową osiedla, a więc dających dzieciom i rodzicom poczucie bezpieczeństwa, - ciekawa, minimalistyczna architektura o jednocześnie urozmaiconej i ciekawej formie, - elastycznie zaprojektowane mieszkania pozwalające na dowolne aranżowanie przestrzeni przez przyszłych mieszkańców.;1.0;;;;;;;;5.0;3;3;70,96 m²;blok;pierwotny;;;;;;;;;;;;;;;;;;;;;;;;;;;
8054;8054;2Y25z;Jasne, wysokie i słoneczne mieszkanie w kamienicy z WINDĄ tuż przy Pl. Zbawiciela, w kamienicy z cegły z 1952 roku.Mieszkanie składa się z trzech pokoi (jeden z wyjściem na LOGGIĘ o powierzchni ok. 4m2), służbówki, widnej, ustawnej kuchni, łazienki z wanną i oddzielnego WC.Okna z kuchni i jednego z pokoi wychodzą na zielone i bardzo ciche podwórze z pięknym widokiem. Na podłodze w pokojach i w przedpokoju parkiet w dobrym stanie, zachowana oryginalna stolarka drzwiowa. Do każdego z pokoi oddzielne wejście z przedpokoju. Wiele ciekawych możliwości aranżacyjnych. Do mieszkania przynależy spora piwnica. Ciepła woda oraz ogrzewanie miejskie. Wyremontowana elewacja oraz odnowiona klatka schodowa. Wymienione w budynku instalacje wodno-kanalizacyjna, gazowa, elektryczna i CO. W cenę wliczony jest projekt ewentualnej zmiany aranżacji przestrzeni.Doskonała lokalizacja, budynek usytuowany jest tuż obok Pl. Zbawiciela, w pobliżu stacji metra Politechnika, modnych klubów, knajpek oraz restauracji. Nieopodal kino Luna, Teatr Polonia. Kilka minut spacerem do Łazienek Królewskich i parku Pole Mokotowskie.;1.0;;;;;;;;7.0;4;4;82,10 m²;;wtórny;761 zł;;pełna własność;cegła;miejskie;;1952.0;do zamieszkania;;;1.0;;1.0;;;;;;;;;;;;;;
8212;8212;44qec;"Do sprzedania dwupokojowe mieszkanie po remoncie w cichej, spokojnej okolicy blisko Arkadii.Mieszkanie bardzo funkcjonalne, po wymianie instalacji elektrycznej i hydraulicznej, kuchnia i łazienka całkowicie nowe, umeblowane, ze sprzętem AGD.Mieszkanie jest dwustronne i znajduje się na 3 piętrze.Jest założona księga wieczysta.Szybki dojazd do centrum (metro, tramwaj, autobus).W pobliżu: park, metro Dworzec Gdański, metro plac Wilsona, tramwaje, autobusy.Zapraszam na prezentacje.
";1.0;1.0;;1.0;;1.0;1.0;1.0;4.0;2;3;47 m²;;wtórny;455 zł;;pełna własność;cegła;miejskie;plastikowe;1965.0;do zamieszkania;;;1.0;;;;;;;1.0;1.0;;1.0;;1.0;;;;
8239;8239;448v3;"Współczesny budynek w prestiżowym miejscu starego Dolnego MokotowaMieszkanie 63,3 m2, 3 pokoje, oddzielna z oknem kuchnia. Lokal dwustronny. Znajduje się na 3 pietrze domu z 2007r. Osiedle chronione zamknięte z portiernią 24h. Mieszkanie wymaga remontu.Pieszo 1 minutę do Czerniakowskiej, dwa przystanki autobusowe do Belwederskiej.Spacerem można dojść do Łazienek Królewskich, Jeziorka Czerniakowskiego, Morskiego Oka. Ścieżka rowerowa prowadzi do Wilanowa, Powsina, Bulwarów Wiślanych i na Pragę,Jasne, przestronne i ciche mieszkanie.

Kontakt z Doradcą
Marcin Mróz
Tel 883-356-595
Agencja Nieruchomości Metrohouse
Pomimo, iż Doradcy Metrohouse przykładają szczególną staranność do rzetelnego prezentowania informacji o nieruchomości, nie zawsze jest możliwa weryfikacja wszystkich danych przekazanych od osób trzecich. Niniejsza prezentacja oferty nie jest ofertą w rozumieniu Kodeksu Cywilnego i ma charakter wyłącznie informacyjny.";1.0;1.0;1.0;1.0;;1.0;1.0;1.0;6.0;3;3;62,70 m²;apartamentowiec;wtórny;550 zł;;pełna własność;cegła;miejskie;drewniane;2007.0;do zamieszkania;;;;;1.0;1.0;;;1.0;;;;;;;;;;
8280;8280;42Cb0;"Mieszkanie o pow. 102,91 m kw. z możliwością korzystania z werandy - dodatkowe 13 m kw. i ogródka. Mieszkanie zajmuje wysoki parter w 3 kondygnacyjnym budynku. Ma dwa wejścia: z klatki schodowej oraz z werandy, do której prowadzą oddzielne schody od strony ogrodu. W salonie o pow. 36,5 m kw. znajduje się kominek. Salon można podzielić na 2 pokoje nadal zachowując rozkładowy układ pomieszczeń.Sypialnia ma 15,5 m kw. a gabinet 10,5 m kw. W dużej kuchni o pow. 17 m kw. wydzielona jest część jadalna. Łazienka z wanną, kabiną prysznicową i miejscem na pralkę; w.c. znajduje się w oddzielnym pomieszczeniu. Część jadalna kuchni, przedpokój oraz klatka schodowa są wyłożone boazerią. W budynku są tylko 2 mieszkania, które mają oddzielne liczniki mediów. Nie ma administracji, której należałoby płacić czynsz.Opłaty dotyczą tylko mediów. W mieszkaniu zainstalowano nowe kaloryfery i odnowiono instalację grzewczą wraz z dwuobiegowym piecem gazowym (oddzielne podgrzewanie wody do centralnego ogrzewania), dlatego koszty centralnego ogrzewania są stosunkowo niskie.""Niniejsze ogłoszenie ma jedynie charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 § 1 Kodeksu cywilnego.""";;;;;;;;;2.0;3;parter;102,91 m²;dom wolnostojący;wtórny;;;pełna własność;cegła;inne;;1991.0;do remontu;1.0;;1.0;;;;;;;;;;;;;;;;
8285;8285;44qUK;DOSTĘPNE OD ZARAZ, GOTOWE DO WPROWADZENIA, WYKOŃCZONE I UMEBLOWANE, NOWE OSIEDLE z 2019 rokuW pełni wykończona i umeblowana kawalerka, 1-pokojowa z aneksem kuchennym, o powierzchni 30 m2 z balkonem. Mieszkanie znajduje się na osiedlu Aroma Park, wyróżniającym się niezwykłym designem i dużą ilością zieleni. Doskonała lokalizacja łącząca z jednej strony bliskość pięknych lasów i parku (tuż przy osiedlu) oraz dostępność sklepów, galerii handlowych i bardzo dobrej komunikacji (przystanek autobusowy 120m, tramwaje . MIESZKANIE:- metraż: 30 m2- w pełni wykończone i umeblowane, całkowicie nowe: umeblowana kuchnia, wykończona łazienka, meble wolnostojące- wyposażenie AGD kuchni: płyta elektryczna, okap, lodówka, zamrażarka, zmywarka - podłogi: panele i płytki - ekspozycja południowo-zachodnia, widok na park - okna plastikowe- atestowane drzwi antywłamaniowe- dostępne od zaraz- czynsz 260 zł - piętro 3/3 z windąMIESZKANIE SKŁADA SIĘ Z:- pokoju z aneksem kuchennym- przedpokoju z szafą - łazienki z kabiną prysznicową - balkonu ok 4 m2PARKING:Dużo miejsc ogólnodostępnych tuż przy osiedlu.POMIESZCZENIE GOSPODARCZE:- brak piwnicy/komórki lokatorskiej OSIEDLE I BUDYNEK:- osiedle oddane w 2019 r. - osiedle monitorowane, ogrodzone- budynek 3-piętrowy- winda- materiał: cegła - polecany deweloper YIT Niepowtarzalny design wyróżnia inwestycję na mapie warszawskich projektów mieszkaniowych. W skład zespołu wchodzi m.in willa fabrykancka (obiekt przetrwał nienaruszony przez 115 lat) oraz budynek główny drożdżowni Henryka Bienenthala. Nad całością prowadzonych prac czuwał Mazowiecki Wojewódzki Konserwator Zabytków.LOKALIZACJA:Warszawa, Białołęka ul. Klasyków - wyjątkowa lokalizacja łącząca dobrą komunikację, bliskość sklepów oraz bogactwo terenów zielonychSzczegóły:  - Park Henrykowski 200 m od osiedla - 500 m od osiedla rozpoczyna się kompleks pięknych terenów leśnych - główna ul. Modlińska zaraz za parkiem - Biedronka, Kaufland, Rossmann w odległości 600 m - 2 km od osiedla Galeria Północna - w promieniu 1 km szkoły podstawowe, przedszkola, żłobki, punkty usługowe, sklepy, kawiarnie KOMUNIKACJA: - AUTOBUSY: przystanek autobusowy (linia 152) w odległości 120 m od osiedla, dużo autobusów na głównej ulicy Modlińskiej (linie 126, 152, 723, 731, 511) w odległości 300 m od osiedla - TRAMWAJE: w odległości 2,4 km przystanki tramwajowe (linie 2, 17) do których dojedziemy bezpośrednio autobusem 152 w 12 minut - METRO: stacja metra Młociny w odległości 6,5 km do której dojedziemy bezpośrednio autobusem 511 w 19 minut  STAN PRAWNY:- pełna własność - możliwość zakupu na kredyt CZYNSZ:- 260 zł Masz pytania lub chcesz obejrzeć mieszkanie? Chętnie udzielę wszelkich informacji.Beata LechDoradca d/s NieruchomościTel. 724 106 333;1.0;;;1.0;;;1.0;;3.0;1;3;30 m²;blok;wtórny;260 zł;;;cegła;miejskie;plastikowe;2019.0;do zamieszkania;1.0;;;;1.0;;;;;;1.0;;;;;;;;
8433;8433;44qn0;Do sprzedania:Mieszkanie zlokalizowane na Targówku przy ul. Piotra Skargi BUDYNEK/OSIEDLEMieszkanie znajduje się na parterze w 6 piętrowym budynku Rok budowy: 1991NIERUCHOMOŚĆMieszkanie o powierzchni 74 m2 składa się z:- kuchni- 3 pokoi- salonu- 2 przedpokoi - łazienki- toaletyPowierzchnia dodatkowa:- balkon- piwnicaCzynsz administracyjny wynosi 600 zł.Mieszkanie spółdzielcze wł.  Ekspozycja okien - północ, południe Z jednej strony okna wychodzą na podwórko.Dodatkowo do mieszkania przynależy:- miejsce postojowe na zamkniętym parkingu OKOLICAW pobliżu:- przystanki komunikacji miejskiej,- sklepy,- apteka- pocztaZapraszam na prezentację nieruchomościBezpłatnie pomagamy znaleźć najkorzystniejszą na rynku ofertę kredytową.Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego.Podana ulica nieruchomości przy ogłoszeniu ma na celu wskazania przybliżonej lokalizacji z dużą dokładnością.;1.0;;;1.0;;1.0;1.0;;7.0;4;1;74,40 m²;blok;wtórny;630 zł;;spółdzielcze własnościowe;;miejskie;plastikowe;1991.0;do remontu;1.0;;;;1.0;;;;;;;;;;;;;;
8446;8446;44i0X;"OFERTA BEZPOŚREDNIA - NAJLEPSZA INWESTYCJA 

Prestiżowy przeszklony budynek o wysokości 100 metrów w standardzie Apartamentowców Złota 44 oraz Cosmoplitan
* Doskonała oferta cenowa oraz pewny wzrost wartości nieruchomości w tym segmencie.
*  Nieruchomość idealnie nadaje sie pod wynajem krótkoterminowy Booking oraz Airbnb
* Część apartamentów posiada status lokali usługowych, co gwarantuje spokój oraz pewność inwestycji w przypadku zmian prawnych w kwestii krótkoterminowego najmu.* Vat 23% z możliwością zwrotu.
* Wysoki standard budynku m.in. reprezentacyjna całodobowa recepcja z concierge, lobby, room service, samoobsługowa pralnia oraz bezpłatne Wi-Fi.
ZAPRASZAM PO SZCZEGÓŁOWE INFORMACJE - TEL.  501-920-939";;;;;;;;;;2;;36 m²;;pierwotny;;;;;;;;;;;;;;;;;;;;;;;;;;;
8555;8555;42QRP;"Dwu pokojowe mieszkanie w apartamentowcu z 2007 roku. Bardzo dobrze skomunikowana okolica (100m od stacji SKM), ładne, jasne (duże okna wychodzące na południowy-zachód), z tarasem i własnym wyjściem na patio. Idealne rozwiązania dla osób z czworonogami.W skład mieszkania o powierzchni 54.95m2 wchodzi:-Salon 20m2 (panele na podłodze, ściany gładzone malowane, wyście na taras i patio, możliwość wydzielenia dodatkowej sypialni) -Sypialnia 14m2 (panele na podłodze, ściany gładzone malowane, duże okna od południowego-zachodu)-Kuchnia 10m2 (widna, glazura, terakota)-Łazienka 5m2 (z wanną, umywalką i WC, glazura, terakota)-Przedpokój 6m2 (terakota, ściany gładzone, malowane, szafa typu ""komandor""W cenie lokalu zawierają się także całe wyposażenie (oprócz rzeczy osobistych) oraz dodatkowo płatne JEDNO I PÓŁ MIEJSCA PARKINGOWEGO! (35000pln) do zwykłego miejsca ""doklejona"" jest jeszcze trójkątna powierzchnia na której spokojnie można parkować motor bądź zaaranżować te przestrzeń na komórkę lokatorską.Największymi atutami mieszkania jest lokalizacja zapewniająca zarówno łatwy dojazd do centru miasta jak i wyjazd poza miasto (własnym środkiem transportu i komunikacją miejską) oraz atrakcyjna cena.Zapraszam do kontaktu telefonicznego i na prezentacje. ";1.0;;;1.0;;;1.0;;5.0;2;1;54,95 m²;apartamentowiec;wtórny;600 zł;;pełna własność;cegła;miejskie;;2007.0;do zamieszkania;1.0;;;;1.0;;;;;;1.0;;;;;;;;
8581;8581;41xZB;Do sprzedania kawalerka położona na warszawskiej Szmulowiźnie. Mieszkanie ma powierzchnię: 26,14m²,  znajduje się na drugim piętrze w czteropiętrowej kamienicy bez windy. Lokal kwalifikuje się do generalnego remontu. W kamienicy, w której zlokalizowane jest mieszkanie zawiązuje się wspólnota mieszkaniowa, która przeprowadzi remont części wspólnych w następującym zakresie: nadbudowa strychu, ocieplenie budynku wraz z elewacją, wymiana instalacji elektrycznej w częściach wspólnych wraz z remontem klatek schodowych, wymiana pionów wodno-kanalizacyjnych oraz montaż instalacji grzewczej.W skład mieszkania wchodzą:Pokój: 14,73m²Kuchnia:5,80m²Łazienka z WC: 1,69m²Korytarz: 3,97m²Balkon: 2,31m²W galerii zdjęć załączam plan mieszkania.W otoczeniu pełna infrastruktura miejska: sklepy, restauracje, szkoła oraz przedszkole. Mieszkanie doskonale skomunikowane z resztą miasta: tramwaj oraz autobus.Aktualnie właściciel jest w trakcie zakładania księgi wieczystej, w momencie sprzedaży lokal będzie stanowił odrębną nieruchomość z już istniejącą księgą wieczystą.Zapraszam,Marcin Rumianowskitel. 730 808 133KINGDOM real estate advisor sp. z o.o.FAQKiedy rozpocznie się remont kamienicy?-Kamienica już jest poddawana remontowi, obecnie rozpoczyna się remont klatek schodowych wraz z wymianą okien.Ile czasu będzie trwał remont budynku?-Remontu budynku zaplanowany jest na około 1 rok. Występują czynniki zewnętrzne, na które wspólnota nie ma wpływu i to one mogą wydłużyć remont(np. przyłączenie C.O. przez operatora)Skąd pochodzą środki na remont budynku?-Środki na remont pochodzą częściowo z funduszu remontowego(część składowa czynszu) oraz z kredytu bankowego.Czy można rozpocząć remont lokalu przed zakończeniem remontu kamienicy?-Tak, remont lokalu może odbywać się niezależnie od remontu budynku. W mieszkaniach jest prąd oraz woda(obecnie tylko zimna).Kiedy będę mógł/mogła wynająć mieszkanie?-Mieszkanie można wynająć po przeprowadzeniu remontu wewnątrz oraz po położeniu instalacji grzewczej oraz wod-kan przez wspólnotę. Do momentu podłączenia ogrzewania, lokale trzeba ogrzać we własnym zakresie(grzejnik elektryczny).Czy wspólnota jest zadłużona?-Wspólnota jest w trakcie zawiązywania, nie ma więc możliwości aby była zadłużona. Jedyne zadłużenie, które będzie we wspólnocie, to zadłużenie pochodzące z kredytu na remont budynku.Czy w budynku są mieszkania socjalne/komunalne?-Wszystkie mieszkania w kamienicy są mieszkaniami będącymi własnością osób prywatnych/firm. Nie ma obecnie żadnych mieszkań będących w zasobach miasta.   Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Maciej Cenkier (licencja nr: ) ;1.0;;;;;;;;4.0;1;2;26,14 m²;kamienica;wtórny;270 zł;;;;miejskie;plastikowe;1930.0;do remontu;;;;;;1.0;;;;;;;;;;;;;
