id,cena,liczba_pieter,liczba_pokoi,pietro,powierzchnia,rok_budowy
458Pr,599000,10,2,7,46.2,1980
44Wq3,2120000,3,3,2,148.0,2002
458GT,425000,11,2,10,34.0,1989
44ZdA,529999,3,2,2,45.03,2020
458BI,390000,12,2,8,23.0,2018
458tT,830000,3,4,0,78.5,1998
44TNO,1309000,11,2,3,52.36,2019
4573K,740000,7,3,1,60.3,2010
457ZC,624000,4,3,0,62.4,1994
457Zu,1200000,6,5,3,110.0,2001
457Yf,1290000,8,5,1,151.0,2004
457Rt,690000,4,3,1,55.1,1989
457NU,760000,7,3,2,60.1,2016
457MG,765394,8,2,4,56.7,2009
457FA,699000,12,3,7,70.28,1971
457BZ,943690,5,3,1,85.79,2020
457ta,586698,7,3,1,51.24,2020
457re,380000,4,2,0,38.3,1975
457of,507000,8,1,4,41.0,2020
457o8,469900,8,1,8,34.0,2002
457o7,759999,4,3,1,70.0,2005
457nB,415900,10,2,6,31.0,1970
457ne,701900,6,3,3,70.0,2019
457n9,819900,3,3,2,77.0,2001
457n7,698900,6,2,1,38.0,2015
457mI,854000,10,3,2,72.0,2019
457m6,759900,15,2,10,56.0,2008
455XE,579000,6,2,4,43.0,2016
43VkY,1687500,10,3,3,125.0,2001
44NTl,1762500,2,4,2,117.5,2019
44PsE,900000,8,3,4,67.6,2016
4578L,747000,7,3,6,70.0,2001
4571D,1399000,1,5,1,146.14,2008
456PN,408000,21,1,3,27.0,2021
3RAIv,873000,8,3,4,112.0,1995
456Co,790000,5,2,3,44.0,2018
44hzL,950000,1,3,1,92.0,2009
456sG,1290000,8,5,1,151.0,2003
456rq,539000,10,3,1,48.0,1975
456q0,1145000,10,3,7,83.0,2012
456pQ,495000,10,2,7,47.0,1970
456jH,449000,10,1,10,37.03,2000
456ci,367545,10,1,9,30.96,2021
45635,420000,4,2,2,34.5,1970
455W9,1090000,3,3,3,123.5,1995
455Tx,523000,4,3,3,56.79,2020
455LY,506917,8,2,4,38.66,2018
420go,998000,5,2,0,51.35,2013
455Ht,719900,12,2,7,45.0,2010
455Gw,699000,5,5,5,83.0,2000
44Vy9,589000,3,3,3,64.0,1990
452Sr,1808000,8,4,6,97.0,2020
455mg,780000,5,3,2,60.1,2015
3IkmM,234000,20,1,3,18.0,2021
3HYuk,234000,20,1,3,18.0,2021
3HYiv,234000,20,1,3,18.0,2020
455an,650000,10,2,6,46.0,1970
455af,480000,10,1,7,35.0,1974
4550z,458000,10,1,10,37.03,2000
454YU,1050000,16,4,10,122.0,1999
454Je,1050000,16,4,10,121.6,1999
454J3,639000,5,3,2,58.94,2021
454IQ,1250000,8,4,1,151.0,2003
454GY,808000,6,2,1,54.0,2019
454FO,660000,10,2,6,61.0,2000
454CL,580000,10,3,10,58.0,1983
454re,810000,3,3,0,67.4,1993
3S0YY,1960000,4,4,0,183.0,2001
454mk,850000,4,4,1,73.1,2018
43o3f,924000,4,7,2,85.0,1983
454h5,820000,4,3,3,72.0,1988
454eb,1220000,8,3,2,84.0,2016
4549E,470000,8,1,8,33.84,2002
4543n,4200000,4,6,4,231.0,2007
453YY,895000,3,2,2,68.1,2015
453Y5,625000,13,2,10,50.0,2006
453Dw,967200,3,5,1,124.0,1994
453Bb,415000,4,3,3,46.6,1970
453yI,430000,4,2,3,40.0,1970
453yh,835000,10,2,10,57.0,2012
44NFl,519000,9,3,2,48.0,1970
44NFk,385000,10,2,3,37.5,1978
453uI,860000,4,4,0,84.1,1996
453hd,920000,10,4,10,111.3,1978
4535V,428000,10,2,5,36.0,2019
4535Q,755000,7,3,0,67.0,2003
4535F,860000,4,4,0,84.1,1996
41NqX,1370000,3,5,3,137.0,2000
452SV,446000,4,2,0,37.12,1979
452Ls,500000,5,2,2,39.8,2020
3FhuQ,755000,7,2,1,52.19,2016
452CL,1170000,6,5,3,110.0,2000
452qF,1370000,13,4,4,141.9,1998
452n6,550000,4,3,1,60.0,2020
44LKh,870000,6,3,1,77.0,2016
452n1,520000,4,3,3,59.0,2020
43Cjg,575000,10,4,0,68.0,1977
43bwS,649000,6,2,5,57.02,2008
43Bpy,554880,27,1,3,46.24,2021
423Rl,780000,8,3,2,60.45,2017
44IPq,1287000,2,4,1,102.9,2013
4520h,495000,4,2,2,42.78,2002
44zQ4,865000,5,3,5,61.0,2018
451FJ,390000,5,1,2,25.0,2018
451FG,610000,4,3,4,63.0,1975
451Fz,570000,6,2,3,40.0,2012
451F8,573500,11,4,3,62.0,1976
451Bp,540000,6,2,4,39.1,2001
451uF,540000,6,2,4,39.1,2001
451sL,540000,6,2,4,39.1,2001
451q8,4506700,8,5,8,204.6,2019
451oY,1899000,4,4,1,119.36,2019
451mj,1999000,4,4,4,119.32,2019
451bU,539000,10,2,5,47.3,1981
432Qu,1299000,5,4,5,112.14,2005
450St,480000,5,2,3,44.0,2019
450RS,519000,4,3,3,47.4,1971
450wf,850000,8,3,3,64.0,2009
44xXM,506950,8,2,4,39.0,2017
45002,1450000,10,4,3,179.22,2000
44ZXt,569000,12,3,10,48.43,2010
44ZWj,1190000,16,4,10,122.0,2000
44ZRB,728000,15,2,8,56.86,2011
44ZRm,2650000,4,4,3,155.0,2012
44ZrP,1275000,10,4,6,112.0,2006
44Zbc,785000,7,2,5,56.8,2014
44YZC,221000,21,1,7,21.0,2019
44YYN,1993092,8,4,7,121.33,2020
43bZH,515000,4,3,3,56.0,1974
44YOW,710000,7,3,1,61.0,2010
44YMq,1161267,2,5,2,119.5,2018
44YKK,789774,6,3,0,81.42,2020
44QPm,479000,15,3,1,55.0,1972
44YCg,639000,7,2,4,54.8,2000
44Yyl,895000,3,3,3,76.0,2009
44YpV,465000,8,1,5,30.05,2016
44YkU,520000,5,2,2,40.0,2020
44YiZ,719900,11,2,7,45.0,2011
44Yix,755000,8,3,2,58.0,2015
44Yiw,810000,10,3,1,65.0,2005
44Yit,400000,11,2,4,31.0,1970
44Yin,780000,7,3,1,60.0,2010
44Ydh,1140000,7,2,1,61.0,2018
44Y52,895000,7,3,4,69.0,2020
44Y2b,1200000,4,6,4,160.0,1995
44XTf,630000,3,2,2,62.6,2005
44XOC,699000,3,3,3,63.5,1989
44XMZ,2345000,9,4,6,175.25,2008
44Vl3,1745184,2,4,0,109.76,2020
44Vj2,1974879,2,5,1,138.94,2020
44XuW,576247,8,2,4,44.0,2017
44XuS,511171,7,3,2,54.5,2020
44d8U,955000,3,4,2,87.55,1988
44Xbw,680000,8,1,5,34.29,2019
44X2P,1999000,6,4,1,133.89,2007
44VT9,550000,4,3,1,60.0,2020
44Vwr,430000,10,2,4,47.2,1979
44VsK,495000,4,3,4,52.9,1977
44VcZ,500000,4,3,1,53.0,1974
44V9V,1100000,3,2,0,56.22,2016
44WXv,375000,4,2,2,34.0,2019
44WOb,1390000,13,4,10,106.84,2004
42IYL,1110000,5,3,1,84.24,2003
44WGh,545000,10,4,3,64.2,1978
44WnS,760000,17,2,10,56.2,2008
44Wfu,1130000,10,5,7,108.0,1995
43sh7,449000,12,2,7,34.96,1977
44UYR,369000,10,1,5,31.57,1975
44UN6,644999,10,2,1,43.0,2020
44UEx,539000,7,3,6,55.23,2019
44UBC,670000,3,4,2,80.06,1978
44vPG,907000,16,3,4,65.0,2019
44Uhe,998000,5,3,1,55.0,2018
43BrU,760000,16,3,3,76.5,2001
44U6I,630000,5,3,5,49.54,2018
44U67,864200,7,3,4,58.0,2019
44bZI,370000,2,1,2,25.0,2018
44xjt,910800,8,4,4,92.0,2019
44TP7,1650000,2,5,0,200.0,1993
44Tmg,629000,3,3,2,72.88,2018
44Tjj,780000,3,3,0,67.1,1992
44TcO,549000,3,3,2,66.0,1992
42Ym8,490000,8,1,8,49.0,2006
44ST1,757000,8,3,1,68.39,2020
44ST0,746000,8,3,1,62.52,2020
44SRv,425000,5,1,0,33.92,2005
44SNl,798847,8,2,1,58.31,2019
44SJy,373000,10,2,3,37.4,1978
44SIi,999912,6,4,6,101.5,2020
44SIh,790050,6,3,6,80.86,2020
44Stf,898000,3,4,2,83.0,1998
44SsQ,760000,3,4,1,75.9,1996
44SkP,1270000,5,5,3,110.0,2001
44Siy,695000,7,3,6,59.0,2020
44Shy,734000,7,3,0,67.0,2003
44S8Y,545000,9,2,7,38.0,2019
44S3H,543000,3,2,1,42.5,2019
44RVC,560000,4,4,4,70.4,1986
44REK,975000,7,4,6,82.0,1995
44RDm,423000,6,2,4,33.84,2020
44RDa,820000,5,3,5,87.19,2006
44RCB,840000,8,3,8,89.0,2006
44RjJ,757096,6,3,3,74.96,2020
44R0G,550000,4,2,0,58.0,2007
44QTB,509000,7,3,2,53.0,1978
44QAb,425000,6,1,0,34.0,2005
44Qkx,635000,5,3,4,58.8,2021
44Qkt,625000,5,3,3,57.72,2021
44Qko,625000,5,3,1,57.72,2021
44Qa9,529000,12,2,7,48.0,1978
44PWM,539000,10,2,5,47.0,1981
44PRo,695000,7,3,6,59.0,2019
44PQT,680000,4,4,1,85.4,1986
44Prr,738000,8,2,1,55.18,2001
44Ppw,900000,8,3,4,67.6,2016
44PfA,438128,9,2,3,31.52,2021
44Pa5,376000,15,1,5,21.0,2019
3nZxK,3790000,4,4,1,144.0,2003
44OrN,3260840,8,5,8,148.59,2020
44Olg,1140000,7,2,1,60.0,2015
44Ol7,735000,7,3,6,59.0,2019
44O0R,1660000,6,4,5,103.5,2019
44O0G,1050000,3,5,1,163.2,1995
44NR0,660000,3,3,2,66.2,2012
44NPS,1350000,7,3,4,83.5,2008
43XGd,565000,12,2,4,47.3,2006
43Cu0,1650000,9,3,1,104.5,2012
44Ngn,480000,6,2,1,54.5,2002
44N7E,499000,14,2,9,32.0,2018
44N7D,680000,10,3,6,61.0,1976
44N7s,907000,16,3,4,65.0,2019
44MVS,710938,6,4,6,74.81,2020
44MVP,678610,6,3,2,66.04,2020
44MVO,474928,6,2,1,43.9,2020
44MVM,469614,6,2,5,38.46,2020
44MVL,455309,6,2,0,40.47,2020
424q5,899000,12,3,3,93.6,2002
44MG2,1370000,9,5,1,144.9,2000
44MFO,836000,6,3,2,72.0,2012
44fQt,370000,10,2,8,42.0,1973
44tho,968000,6,4,2,90.4,2015
44Ms2,740000,10,2,2,59.2,2007
44Ms3,750000,8,3,7,75.4,2002
44Mk4,560000,10,3,8,56.0,1975
44LSP,631000,4,2,1,45.0,2005
44Lvt,1160000,5,2,4,58.0,2008
44Lmf,676000,7,3,1,59.69,2020
44Lme,545000,7,2,3,43.56,2020
44Lmb,770000,7,4,2,70.69,2020
44qIq,430000,10,2,7,39.0,1976
44LcX,339000,7,1,5,26.0,1970
44KWh,419000,15,2,6,30.0,1972
44KMF,900000,7,3,4,67.0,2016
44KoP,546000,6,2,4,39.1,2001
44Klg,621000,6,3,3,55.17,2021
44xfY,769000,7,4,3,67.0,2019
44Kkx,1300000,6,3,5,97.0,2000
44qnd,2960000,9,5,9,183.0,2010
44KgR,467000,20,2,6,35.0,2021
44Kfg,297000,20,1,7,18.0,2021
44Kez,288000,20,1,3,18.0,2021
44K9E,506918,8,2,4,38.66,2017
44K4D,637000,26,3,8,53.0,2021
44K4i,557000,23,2,6,46.0,2021
44K3T,598000,23,2,4,54.0,2021
44JTo,595000,10,4,8,63.3,1972
44JRo,288000,20,1,3,18.0,2021
44JJ9,924996,5,3,1,81.14,2020
44JIT,965000,5,3,2,85.79,2020
44JFe,890000,6,2,1,41.0,2018
44Jtp,469000,5,2,2,38.99,2020
44Jlm,949000,4,4,3,106.0,1995
44Jaz,590000,2,2,0,51.0,2018
44zww,1655500,12,6,9,184.0,2019
44IW8,1161267,2,5,2,119.5,2018
44IT7,620000,10,2,0,53.0,1977
43hkU,525000,5,3,3,56.6,1974
44Irw,1440000,7,2,2,71.0,2007
44Ijj,1290000,10,4,9,114.5,1995
44izl,699000,4,5,3,101.0,1998
44HZ3,400000,10,2,7,36.0,1970
44HOF,489000,3,3,3,47.0,1987
44Ate,812640,6,4,0,84.65,2020
44HI6,594000,7,2,1,44.0,2015
44Hwk,750000,10,2,6,48.0,2008
44HqZ,619000,3,3,1,62.0,2020
42BDf,998000,5,2,0,51.35,2012
3SYO8,3400000,5,4,5,168.38,2004
44GRg,590000,2,2,0,51.0,2019
44GGh,849000,7,3,6,66.0,2019
44GFQ,925000,4,3,3,73.0,2010
44GED,4600000,3,5,2,213.0,2010
44GEa,639000,3,3,0,64.0,2020
44Gjz,1274400,4,3,1,94.4,2008
44Gdl,720000,7,3,3,66.5,2008
44GcZ,839000,4,3,3,73.0,2010
44G3l,1290000,11,4,9,112.0,1995
44Ft3,530000,4,3,4,54.0,1970
44k8p,533866,10,3,2,50.82,2021
42SgH,1250000,8,3,4,78.63,2007
44EHS,1890000,6,4,1,119.36,2019
44EBs,836000,5,3,5,72.7,1993
44EuG,749000,3,2,0,60.0,2001
3xQmb,249000,12,1,10,20.0,2019
44EeE,860000,7,3,2,67.0,2016
44DQF,714265,5,3,0,72.75,2020
435ux,1020000,9,2,3,47.0,2016
42Aim,998000,5,2,0,51.35,2012
3M8yk,860000,8,3,1,75.8,2007
44CMZ,800000,5,3,5,87.0,2005
44CDq,1000000,8,3,6,72.0,2013
44iHC,1515000,2,4,2,109.0,2018
44iIy,2850000,5,5,5,130.0,2012
44CwI,450000,7,2,0,38.0,1978
44ChI,544000,10,4,0,64.0,1974
44Cav,1380000,5,4,2,79.8,2004
3H7PG,570000,27,3,7,55.0,2019
3QBi0,510000,12,2,7,47.0,2019
44BJh,549000,3,2,2,53.0,2001
44B2k,550000,10,2,0,48.0,1981
44B20,812000,7,3,6,58.0,2019
44B1Z,836000,6,3,2,72.0,2012
44hUF,772905,7,4,0,90.0,2019
44hUE,1678050,2,4,1,101.0,2020
44AWN,899000,5,3,2,106.0,1997
44ARX,397000,6,1,1,24.5,2018
44AIQ,1960000,3,5,0,183.0,2001
44npI,600000,10,2,4,47.0,2006
44AnD,685000,23,3,8,61.72,2021
44zwa,570000,10,3,4,57.7,1970
40XWv,1150000,3,4,2,150.0,2019
44zjU,565000,12,2,4,47.3,2006
44utj,534601,10,2,9,41.96,2022
44zfh,570000,3,3,3,58.0,1981
44zc2,1188000,5,5,3,110.0,2000
44z7j,540000,2,2,0,50.63,2019
44z77,1150000,10,4,9,106.53,2008
44z55,1240000,16,3,2,71.0,2016
44z17,645000,7,2,1,43.0,2021
44mjw,529000,6,2,4,38.0,2015
44yxF,1380000,5,4,2,80.0,2014
44yxD,599000,7,2,2,42.13,2015
44yrM,1080000,13,3,0,100.0,2006
44xR6,1275000,5,5,3,109.6,2001
44xQh,685000,4,4,4,84.1,1978
44xM9,595000,9,4,1,71.25,1977
44xLG,1100000,4,5,2,105.9,1996
44xIv,940000,3,3,0,86.89,2011
44xCY,595000,10,3,3,64.0,1989
44xsg,1476090,6,3,6,89.46,2016
44x9s,693000,4,4,3,80.0,1988
44x1i,693000,4,2,3,80.0,1988
3U3kE,1960000,4,4,0,185.0,2001
419fY,1690000,22,3,9,85.36,2009
44lXz,836000,6,3,2,72.0,2012
44vBc,429000,4,2,3,38.1,1979
44vzI,690000,10,4,7,84.52,1980
42rpW,518000,6,2,3,42.0,2019
44vs8,1187000,12,3,3,85.5,2009
44viy,550000,4,2,4,70.0,2004
44v6z,489000,8,2,1,36.5,2019
43LIc,1299000,1,4,1,146.14,2008
44wDd,1290000,11,4,9,112.0,1995
44wkF,570000,8,3,1,47.5,1976
44qUv,812000,7,3,6,58.0,2019
44u1h,587000,6,2,3,45.0,2018
44tZX,2274168,2,5,1,153.66,2020
44tY9,2873600,8,5,6,143.68,2019
44tXV,1336478,9,3,9,80.79,2021
44tXW,853312,9,3,0,77.45,2021
44tXT,709302,9,3,0,62.74,2021
44tW9,649000,4,2,0,52.2,2004
44tRc,507000,8,2,7,38.55,2017
44tHT,533000,12,2,9,44.5,1975
44tCG,669000,15,3,3,75.3,1980
44tmO,580000,8,2,3,39.0,2016
449xT,799000,3,3,1,71.12,2000
44tiB,785000,7,3,3,79.0,2009
44tdR,655000,4,3,4,72.0,1975
43ZzO,725000,9,2,9,57.0,2018
44sZk,788000,2,3,1,76.0,2003
44sXe,1750000,6,6,2,198.0,1996
44sX6,1650000,7,4,1,112.0,2004
44sML,559000,4,2,0,51.0,2008
44sIa,1800000,6,1,6,92.4,2018
44sEm,890000,2,2,3,69.0,2015
44ap9,555000,12,2,4,47.0,2009
44sjc,530000,3,2,2,47.28,1999
44sfz,830000,18,2,6,48.31,2009
44sdF,729000,3,3,3,63.0,1989
44rUD,496000,12,2,7,38.09,2020
44rIA,322000,10,1,4,28.3,1976
44rCH,1990000,4,3,3,123.5,2004
44rCk,499000,10,3,3,49.0,1972
44rqe,2520000,7,4,6,160.0,2000
44rl6,499000,12,2,5,39.01,2019
44qvx,496748,6,2,4,45.2,2020
44qcX,530000,6,2,4,38.5,2019
44q9S,310000,2,1,2,29.3,2004
44q3g,540000,5,3,1,57.0,1995
44pQu,910000,3,2,2,69.0,2015
44pQs,890000,7,3,1,80.0,2007
44pNr,2550000,4,3,1,118.5,2005
44pxv,380000,7,1,1,31.02,2020
44ptj,840000,4,2,0,59.0,2005
44plt,799000,7,3,3,70.3,2006
44pgr,594000,6,2,4,48.1,2006
446UN,640086,7,3,0,57.34,2020
44oPZ,349000,16,1,3,21.0,2019
44oEY,1190000,5,4,3,110.0,2000
42LtF,690000,5,2,2,50.0,2013
44o4t,879000,4,4,3,101.0,2000
44nRQ,489000,12,3,2,55.0,1980
42SfN,895000,11,3,6,93.3,2001
43bKi,960000,5,4,0,70.0,2017
44aMG,564000,3,2,1,42.5,2019
43q4H,749000,5,2,5,76.2,1996
43XeB,415000,10,1,7,35.0,1980
44nbK,2450000,6,6,4,154.6,1999
44nby,637105,5,3,1,70.13,2020
44n6P,1014640,6,4,4,92.24,2020
44n5R,722609,5,3,2,70.67,2020
44n5P,658699,5,3,2,69.63,2020
44n59,1650000,10,5,5,127.0,2000
3ZPba,1250000,6,4,3,122.8,2000
44mB2,2264000,7,5,4,141.0,2005
3XJGo,505000,10,2,6,47.2,1982
42jfX,2503632,6,5,1,145.56,2020
44m6c,428697,6,1,3,39.33,2021
44lOO,499000,4,3,1,56.79,2020
44lGS,459000,4,1,2,39.6,2000
44l8t,430000,4,2,2,45.53,2020
44l0y,1200000,10,4,8,95.0,2015
44kPq,1190000,5,5,4,110.0,2001
3uAt6,1889990,3,5,3,222.0,1999
44knb,1350000,2,4,1,111.0,1995
447L0,615800,10,3,0,66.9,2021
448Lx,824140,10,4,7,73.26,2021
43lcj,575000,7,2,1,47.9,2014
44jKe,2960000,9,5,9,183.0,2010
42QKI,1540000,10,5,6,147.0,2009
44j1Y,799000,3,3,1,71.12,2000
44iWx,910000,6,3,5,74.0,1997
44ivh,699000,3,3,3,63.5,1989
44ilI,592872,7,1,0,36.0,2019
44ijC,1490000,7,4,5,118.0,2003
44icv,968000,5,4,2,90.44,2015
44i40,1225000,7,4,6,116.6,2001
44hUD,1506344,2,3,2,101.0,2020
44hnT,698000,4,3,1,70.0,1994
44h7t,1209000,5,5,5,96.0,2017
44gRP,373500,10,2,3,37.4,1978
43mPo,855500,8,2,3,58.0,2011
418Q9,3199000,3,6,1,324.0,2014
44fP4,2000000,10,5,10,132.0,2005
44fMU,1695000,8,4,3,119.0,2009
44fMl,1128800,9,4,8,100.0,1997
44fEY,665000,10,3,9,67.4,1977
44fue,582890,12,3,6,52.99,2021
44fta,415000,5,2,1,35.09,2020
44fku,431000,7,2,3,38.08,2021
44f93,695000,7,2,4,51.0,2012
44eKx,595000,7,2,5,43.65,2016
43syp,376000,15,1,5,21.0,2019
44ete,2264000,7,5,4,141.5,2006
44dU1,610000,10,4,9,68.0,1976
44dCI,619000,10,3,5,58.0,1975
42OH1,1080000,3,3,0,94.0,1997
44dpm,900000,3,4,3,100.8,2000
44dlY,1350000,6,4,4,113.0,1979
44dcL,595000,6,2,1,43.2,2014
44dbb,815000,8,3,5,71.0,2019
44d4K,1570000,5,5,2,132.0,2015
44cZy,629000,10,3,8,62.0,1975
44cG3,588000,10,3,2,54.0,1980
42Pnf,2100000,7,4,3,138.0,2000
44c5x,480000,17,1,10,41.39,2009
44c5w,470000,17,1,4,41.32,2009
44c2i,1355000,3,6,0,175.0,1999
44bVf,2340000,6,7,5,281.3,1996
44bRF,515000,8,2,4,51.0,1990
44bMs,448000,8,2,1,38.4,2021
43ffE,836000,5,3,5,72.0,1992
44bjy,820000,5,3,3,71.0,2000
43q1J,1645800,8,5,5,126.6,1998
446Ij,529000,5,2,5,42.0,2003
44apX,1200000,4,3,1,90.0,2006
44ap8,1100000,10,4,6,94.0,2008
44abo,2500000,3,3,1,118.5,2006
44aah,900000,4,3,3,100.8,2000
43INF,589000,11,3,6,62.0,1978
449sF,990000,5,4,1,91.0,1997
449nw,879000,3,3,3,100.84,1999
449lV,420000,4,2,3,38.1,1970
448OI,1520000,6,3,6,103.0,2007
448gH,540000,6,3,3,53.81,2020
444va,1510000,6,3,5,81.0,2005
447e2,405125,7,2,4,32.41,2020
447e3,426000,7,2,1,37.21,2020
446Y2,855458,10,4,5,89.63,2021
446Qw,726240,10,3,6,67.2,2022
43T1f,565000,10,2,4,48.0,2006
446g3,1685000,3,5,1,211.0,1996
445Nz,1070000,6,3,1,75.5,2000
2Z4Em,2700000,3,4,2,121.0,2006
3R4oQ,3900000,8,3,8,187.0,2005
443Rl,699000,3,3,3,63.5,1989
443Fz,2350000,5,5,3,189.0,2001
427NJ,675000,10,3,10,54.0,1972
41RWV,998000,5,2,0,51.35,2014
42UO8,988000,5,3,1,55.3,2018
433tm,2599000,5,4,4,139.0,2017
43bmt,549000,12,2,8,36.0,2018
43wzB,2800000,7,4,6,200.0,2008
440aM,413000,4,2,2,40.95,2020
3TS3V,2819450,6,5,5,181.9,2017
3HohK,3500000,3,5,0,166.8,2000
43ZHG,1850000,9,5,8,142.9,2002
43ZiH,573216,7,3,0,57.34,2020
43YKb,640857,7,3,3,59.81,2019
43Yks,749000,6,3,3,69.0,2009
43Ykf,699000,13,2,7,70.0,2001
43Ycs,990000,3,4,3,110.0,1996
43Y5b,2264000,5,5,4,141.5,2005
3PJfC,860000,15,2,6,59.5,2009
43VKx,545000,4,3,1,67.2,2019
43VGX,2900000,4,4,2,170.0,2002
43VrR,900000,10,3,2,76.25,2001
43Vnj,549000,7,3,6,55.0,2020
43V9M,1050000,16,4,10,121.6,1999
41sQY,1700000,2,4,1,183.0,2009
43W8j,799000,7,4,6,100.0,1977
43cJ0,530000,5,2,0,57.9,2007
43UPG,523000,10,2,5,38.87,2019
43Uc6,720000,14,2,7,61.0,2008
43UaG,599000,9,2,2,44.0,2012
43UaB,800000,3,4,3,87.3,2001
43Uat,990000,4,4,1,90.9,1998
3qJxS,520000,12,2,7,47.0,2019
43TRY,989000,3,2,2,51.13,2018
43Tzs,726000,8,2,3,37.84,2019
43J5N,1620000,1,4,1,182.0,2009
3Ykh6,1363000,6,3,3,94.0,2006
43SOK,713000,3,2,1,70.0,2010
43SAI,1699000,3,3,2,98.0,2016
43127,490000,7,2,1,43.81,2019
43RJ1,570000,26,2,4,45.28,2021
43RFV,719000,6,2,0,55.0,2019
43REn,1140000,16,2,1,60.27,2014
43Ruh,930000,5,4,5,93.0,2000
43aaT,1142226,4,5,4,128.3,1997
43QTV,522000,9,3,4,45.0,1975
43QLa,410000,10,2,2,37.3,1970
42ZjX,569000,12,3,10,48.0,2010
43iqk,1150000,8,4,7,94.9,2014
3Rp1G,2420000,6,4,2,113.5,2012
41x7b,975000,5,4,0,84.2,2007
43OuV,579000,3,2,1,45.8,2019
43Ob0,2200000,6,5,5,211.3,2000
43NPo,555000,4,3,1,67.2,2019
43Nef,430000,11,1,7,35.0,1970
43LJb,890000,9,3,3,82.4,1996
43KRy,1450000,7,3,4,84.0,2008
43Ihw,710000,10,6,4,68.01,1980
43IFc,899000,6,3,1,70.0,2006
43Irb,760000,11,2,4,66.14,2008
43HFm,780000,4,4,3,86.6,1999
43GXX,850000,2,2,0,66.14,2019
43Gvc,529000,5,1,0,28.0,2019
43Gv7,989000,5,3,1,55.0,2018
43FNd,1290000,3,2,1,61.6,2002
42cDx,580000,7,2,2,50.0,2007
43E6R,395000,6,1,4,26.3,2011
3MyYQ,820000,6,3,4,76.01,2017
43DT1,1325000,17,3,1,125.0,2008
43hRg,648000,10,4,10,68.8,1982
431jj,649000,4,3,1,50.0,1990
43CWZ,940000,7,3,1,80.4,2013
43BUe,599000,7,2,2,42.13,2014
43BGf,1765500,6,4,6,107.0,2019
43BuR,915000,4,2,2,71.0,2013
43BkS,650000,11,2,9,53.0,2005
43Bjy,507500,5,2,3,44.91,2020
43APZ,378506,5,2,3,32.64,2020
43AHz,1290000,11,4,6,117.0,2000
3vwDt,997000,12,4,7,91.0,2019
43AfG,1990000,6,4,3,119.53,2019
43Af6,998000,7,2,0,51.0,2012
43AdM,1990000,6,4,0,119.32,2019
43Ac2,1890000,6,4,1,119.17,2019
3Z1S4,1360000,3,5,3,171.41,2005
42IHc,272000,12,1,7,21.0,2017
43zjz,390000,4,1,2,39.5,2020
43zjy,502000,4,3,2,58.97,2020
43zis,439000,10,3,3,50.0,1974
43yQc,1895000,5,4,3,125.1,2008
43yqZ,820000,9,3,1,70.6,2014
43yjv,2100000,3,2,3,80.0,2018
43y9j,998004,8,3,8,91.56,2015
43xF2,520000,9,3,2,48.0,1970
43vtF,1290000,3,2,1,61.6,2002
43waO,450000,11,2,7,37.0,2018
43uDs,920000,5,4,5,92.5,2000
43uyJ,676000,3,2,2,64.0,2000
43u6d,1278000,16,3,2,71.0,2017
43tWv,960000,9,4,3,82.0,1996
43tJ0,1350000,6,3,4,84.0,2009
43twk,525000,6,1,6,30.3,2019
43bv9,795000,10,3,5,66.0,2002
43tel,2100000,5,4,2,133.0,2007
43sP6,590000,12,2,10,47.4,2017
43slL,740000,8,3,7,62.0,2017
43rBy,775000,7,3,5,79.0,2002
43lM9,1120000,5,3,1,84.2,2003
42VxV,799000,6,3,4,56.25,2019
3FEw6,1077600,9,2,5,71.84,2009
43prT,998000,5,3,1,56.0,2018
43p1Q,440000,8,2,2,31.0,2019
43ogV,800000,9,3,7,55.0,2019
43ofC,890000,5,3,1,71.0,2006
43o4C,548000,3,3,3,64.0,1980
3Eus8,2048000,9,4,8,128.31,2009
43ney,629900,4,2,4,60.0,2002
407EI,384000,3,2,1,34.0,1970
43kqA,1890000,3,4,3,138.9,2000
43iaV,560000,5,2,0,57.0,2020
41HE3,395000,7,2,4,40.16,2020
43gUz,796000,3,3,2,77.5,1997
43guN,388000,6,2,3,33.75,2020
43g8y,899000,7,3,4,67.0,2016
43g7P,659000,6,3,0,66.3,2020
43g7w,2599000,5,5,4,140.0,2017
437Fj,795000,10,3,5,66.0,2002
43eFU,814875,8,3,1,65.19,2019
43eF9,836000,6,3,5,73.0,1992
3LSmc,1830000,9,5,9,184.0,2019
43bMb,539000,3,3,3,46.2,1976
43bM2,450000,10,2,0,38.0,1970
43bM1,1200000,4,3,0,83.0,2013
43bM0,1115000,10,3,10,81.0,2010
43bLM,990000,13,3,5,67.3,2006
43bLD,1250000,10,4,2,123.0,2000
43bLA,1099999,6,3,1,98.0,2008
43bLs,620000,2,2,0,51.0,2019
43bLr,1160000,4,3,3,80.0,2010
43bLg,435000,7,1,4,31.0,2018
43bL4,800000,8,3,3,72.0,2009
43bKN,1290000,8,4,1,151.0,2003
43bKh,590000,11,3,2,55.0,1974
43bJQ,495000,8,1,8,49.0,2008
43bJN,850000,7,3,6,58.0,2019
43bJh,699000,5,2,2,50.0,2013
43bI6,589000,10,4,4,67.0,1975
43bHU,980000,5,4,1,100.0,2009
43bFe,550000,4,3,2,65.0,1993
43bF6,1199000,3,3,1,66.0,2018
